Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Wah that means no June holidays ah,2020-04-21,7,Circuit Breaker,7,0,-13.243027547275812,2,0,0,36.848290562807655,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,"Actually SARS is not as bad as COVID-19. If you look at the ratio. SARS is more deadly. But less infectious. COVID-19 is more infectious, less deadly. Let's say 1 in 10 people die from SARS, 1 in 50 for COVID-19. If 100,000 people gets infected from SARS, it's 1000 deaths. But COVID-19 infection is 1,000,000. The death is 20,000.",2020-04-21,50,Circuit Breaker,64,3,-11.37650588259779,10,0,1,12.165312354310815,2,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,This wan not holiday when cannot go out :(,2020-04-21,8,Circuit Breaker,8,0,-11.293777127745852,2,1,0,408.4470075175717,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,"This is not fair. What kind of ""holiday"" is this",2020-04-21,10,Circuit Breaker,10,0,-8.928131912638912,2,0,0,56.2717555139388,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,"when the government pushes holiday forward, you guys complain that it's not an actual holiday. before this, y'all complained that gg to school is better because learning is more productive, hbl is more stressful and you wld be more prepped for exams. so tell me again, what is it that students actually want?",2020-04-21,51,Circuit Breaker,53,3,-11.172686015974307,12,1,3,13.654845897862014,2,0,1.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,holiday thatƒ??s supposed to make u feel relax turns out we are more stress damn ??? intenseeeee,2020-04-21,16,Circuit Breaker,17,1,-12.552760721733458,4,0,1,16.579132716415383,2,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,the kid in blue has a reeeeeeeeeeally long neck ????,2020-04-21,9,Circuit Breaker,9,0,-10.997721956480103,1,0,0,36.848290562807655,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,@straits_times do u feel proud reporting this,2020-04-21,6,Circuit Breaker,6,0,-13.117389122228932,2,0,0,106.49138129018992,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,June holiday 30 day can go out but u want us holiday from 5th may until 1st June minus 5 days but then cannot go out tf ????,2020-04-21,23,Circuit Breaker,27,2,-12.181621548142932,5,2,1,18.76957493507164,2,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Wow this is so unfair we can't go out with friends to play or enjoy ourselves during this holiday,2020-04-21,18,Circuit Breaker,19,1,-10.636613371426703,5,1,2,56.2717555139388,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,wow thanks for making everything worse now i cant even go out durong holidays ??????,2020-04-21,14,Circuit Breaker,14,1,-13.404815388416965,4,0,1,36.848290562807655,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,@_zheng_hong WOI THAT ONE U DOING PULL UP AH,2020-04-21,8,Circuit Breaker,8,0,-19.3668163730949,0,0,0,12.05424284301908,2,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Wow which school is that,2020-04-21,5,Circuit Breaker,5,0,-9.205946432018024,1,0,0,55.38369640537922,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Walao I was at the next pull up bar lol,2020-04-21,10,Circuit Breaker,10,0,-11.44628071872116,1,1,1,26.835207397830878,3,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Can someone please tell me if primedeli will remain open??????? ????????????????,2020-04-21,10,Circuit Breaker,10,0,-12.55274691920081,3,1,1,56.2717555139388,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,best bday present la brozzz @shanaluhh,2020-04-21,5,Circuit Breaker,5,0,-17.097180066415287,0,0,0,26.835207397830878,3,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Hmnn so there will be no hbl?,2020-04-21,7,Circuit Breaker,7,0,-12.523234360780494,1,0,0,56.2717555139388,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,If CCB extended from June to july what will happen?,2020-04-21,10,Circuit Breaker,10,0,-12.321922224728825,3,0,0,56.2717555139388,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Haha just some fools thought no school for 3 months,2020-04-21,9,Circuit Breaker,10,0,-11.579049982116695,1,0,0,26.40715085584247,3,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,What they actually mean is that our holidays are cancelled,2020-04-21,10,Circuit Breaker,10,0,-10.35350624798911,4,0,1,106.49138129018992,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,BRUH what than our holiday is not even a holiday,2020-04-21,10,Circuit Breaker,10,0,-10.740753823324598,1,0,1,44.94915342356513,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Holiday during circuit breaker?lockdown can understand but using our holiday during circuit breaker?can't even go out lol,2020-04-21,18,Circuit Breaker,19,1,-13.30570093129119,5,1,1,18.031596097938426,2,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,So holiday mean no hbl please leh,2020-04-21,7,Circuit Breaker,7,0,-14.78590354551486,1,0,0,36.848290562807655,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,This is not holidays itƒ??s just an excuse to get us back in school early,2020-04-21,15,Circuit Breaker,16,1,-10.575196671532655,3,0,1,35.61784603131315,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,When all my friends got taken in that photo,2020-04-21,9,Circuit Breaker,9,0,-9.684965865341573,2,0,1,56.27175551393879,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,"Nice... shifting the break to the period of time the students can't even leave the house. A break should be a proper break. If elearning is effective, they should have no qualms about leaving holidays to remain on June.",2020-04-21,38,Circuit Breaker,39,2,-10.319049120621546,8,0,0,8.397320872645643,1,1,1.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Starts in May and maybe ends in early August.,2020-04-21,9,Circuit Breaker,9,0,-10.835371054887958,0,1,0,26.40715085584247,3,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Wtf then start on 1st may la,2020-04-21,6,Circuit Breaker,7,0,-12.713970403977024,2,1,0,106.49138129018992,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,SO CAN WE NOT HAVE HOMEWORK PLS DAMNIT,2020-04-21,8,Circuit Breaker,8,0,-19.199634378471497,0,0,1,14.100403665079313,2,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,holiday that canƒ??t go out interesting,2020-04-21,6,Circuit Breaker,7,0,-11.754052428579266,2,0,0,56.2717555139388,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,donƒ??t tell me next time December holiday bring forward.,2020-04-21,9,Circuit Breaker,10,0,-12.248241809114413,2,1,1,26.835207397830878,3,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Intense boredom kicking in already,2020-04-21,5,Circuit Breaker,5,0,-13.212590114872535,1,0,0,106.49138129018992,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,"this isnt holidays at all, we arent even allowed to go out and meet up with friends and play around, u expect us to rot at home getting bored without any friends to keep u company physically w parents constantly nagging",2020-04-21,41,Circuit Breaker,41,2,-12.066293858782707,12,1,2,15.190777969701113,2,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Having school holidays during ƒ??circuit breakerƒ? is not counted as a holiday...,2020-04-21,11,Circuit Breaker,13,1,-12.57861043288612,3,0,0,25.902077960458502,3,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,The government really said: ƒ??SIKE u thoughtƒ?,2020-04-21,6,Circuit Breaker,8,0,-13.658796802122842,1,0,0,55.38369640537922,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,Huh what does that mean,2020-04-21,5,Circuit Breaker,5,0,-10.703757790047426,2,0,0,106.49138129018992,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,"if this is not bad, I don't know what is",2020-04-21,9,Circuit Breaker,10,0,-8.61293134218362,4,0,1,408.4470075175717,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,What does this mean so like school holidays that weƒ??re originally in June wonƒ??t happen?,2020-04-21,15,Circuit Breaker,17,1,-12.022776950421536,4,0,0,16.610322340116014,2,0,1.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,so theres sch on june?,2020-04-21,5,Circuit Breaker,5,0,-15.415240788373511,1,0,0,56.2717555139388,4,0,0.0
"The June school holidays will be brought forward to May 5 and will cover the entire extended circuit breaker until June 1.
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 13:22:12+00:00,How about we just hold everyone back a year. And restart 2020,2020-04-21,11,Circuit Breaker,12,1,-10.289568299326206,1,0,1,56.27175551393879,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"For those born in the 1980s (or earlier), doesn't it feel like how it was in your childhood days? lesser traffic, not many tourist attractions, big malls, hypermarts. But we can be so happy playing Scrabble at home, listening to radio, waiting to record your favourite songs on cassette tapes. Now we have internet, books, you can tour the world being in one place. Don't be sad. Hang in there. We can all get though it. ƒ?‹?",2020-04-21,73,Circuit Breaker,77,3,-10.94269311536377,15,2,5,5.386841823394116,1,0,1.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"Now extend one month,next extend a year!??????",2020-04-21,8,Circuit Breaker,8,0,-10.653394698276973,1,1,0,36.2041065036241,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,i was so ready with my traditional star wars day joke:(,2020-04-21,11,Circuit Breaker,11,1,-11.351235574837608,2,0,1,20.83225589000494,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,PM did say if things clear up earlier there is a chance of reopening sooner,2020-04-21,15,Circuit Breaker,15,1,-10.575112460822977,5,1,0,26.835207397830878,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Need grass cutter to go to work if not the mosquitoes will keep breeding !,2020-04-21,14,Circuit Breaker,14,1,-11.226472734894214,3,1,0,20.83225589000494,3,0,1.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,I suggest open air activities like Swimming pool and suntan be allowed la.,2020-04-21,13,Circuit Breaker,13,1,-12.48058747079959,4,1,0,20.83225589000494,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"I agree on the extension but some coordination within ASEAN woukd have been better. In June, our neighbours can walk in to SG ?",2020-04-21,23,Circuit Breaker,23,1,-11.469346720072155,5,1,1,16.87838265532912,2,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,The food can be packed in bento box and delivered via food truck equipped with heated carts. Have you seen one?,2020-04-21,21,Circuit Breaker,21,1,-11.796524804313595,6,1,1,18.34716625155329,2,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,happy to stay at home however long it takes to fight this virus????,2020-04-21,13,Circuit Breaker,13,1,-10.007017860364464,3,1,0,55.30260338375759,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"Maybe this time, they'll have to shut the big parks! ????",2020-04-21,9,Circuit Breaker,10,0,-10.172776605648837,2,0,0,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Urgh I was so happy when Itƒ??s so close to school reopening,2020-04-22,12,Circuit Breaker,13,1,-11.82189039163973,3,1,1,35.61784603131315,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,This is like prison. The enforcers the prison wardens.,2020-04-22,9,Circuit Breaker,9,0,-10.454422107316033,1,0,0,31.288213435697045,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"Stay home DEPENDS on who's behaving/not behaving. Leaving home also DEPENDS on the front liners (SPF, Nurses, Doctors, Civil Servants, Security Officers, Social Distancing Ambassadors, Foreigners, Institutions, Statutory Boards, MCST, Managements etc) we/Singaporeans meet from the many sad, unusual, high handed, unprofessional, criminal ones to law abiding ones.",2020-05-13,49,Circuit Breaker,50,2,-15.169544659427636,6,1,1,2.9396763176611884,0,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Open up popular its an essential,2020-04-21,6,Circuit Breaker,6,0,-10.536191483380344,1,0,0,408.4470075175717,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,me gg cry sch not gnna open,2020-04-21,7,Circuit Breaker,7,0,-15.594202060605975,1,0,0,106.49138129018992,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,All kids : don't do school work they not gonna chase us.  Next week:the teachers with full suit in front of the gate,2020-04-21,22,Circuit Breaker,23,1,-10.445467957613806,3,0,0,11.67582871229252,2,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"Nobody in this world, especially the government like to do this. The country lose many millions of dollars in month long lockdown. We need to do our part to stop the spread. Else we will lose more.",2020-04-21,37,Circuit Breaker,37,2,-9.568072976145576,6,0,2,8.79607834304249,1,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,This is very sad cause its hari raya but either I understand. Life moves on ???›,2020-04-21,15,Circuit Breaker,15,1,-11.921442443383345,2,1,1,26.835207397830878,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,But plz donƒ??t extend McDonaldƒ??s until 1st June ??????????« ..... Honestly I miss @mcdonalds ???›,2020-04-21,10,Circuit Breaker,13,1,-14.136138285817886,2,0,1,16.579132716415373,2,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"It's for the world to reset itself. Humans are made to stay home, nature flourish, wild animals in nature parks are finally able to come out and be free, away from visitors and their smartphones, even the African penguins in Singapore zoo can explore the children's playground ƒ?‹?",2020-04-21,45,Circuit Breaker,48,2,-11.363230200561626,8,2,0,5.993517421903086,1,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Wait so will the June holidays be cut shirt,2020-04-21,9,Circuit Breaker,9,0,-11.063004158936991,2,0,0,26.835207397830878,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Guys you shoud definitely check @il_healthorg for interesting and updated information regarding the covid-19,2020-04-21,13,Circuit Breaker,13,1,-13.851657172361367,3,1,1,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"To people complaining they'll be bored, reach out to the people who are complaining because they genuinely are struggling to pay rent and feed your family! To those who are struggling, reach out, we're in this together! #sgunited???????ª",2020-04-21,35,Circuit Breaker,37,2,-10.885880916524293,12,1,1,23.171478418977536,3,0,1.0
