,Post Description,Post Datetime,Comments,Comment Datetime,num_words
395,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,Ehhh school also entertainment to me leh can close down anot?,2020-03-25 01:28:04+00:00,11
396,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,Then why nvr close sch ah,2020-03-25 01:44:04+00:00,6
397,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,"if for schools we have to like sit about 1m away from each other, why can’t the tuition centres do the same? why need to close",2020-03-25 01:47:21+00:00,26
398,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,Haizz..i know why school not closing?myb some foreigner still enroll to our school..Like my boy class have a new student..From CHINA😅,2020-03-25 01:50:34+00:00,25
399,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,just close school pls I’ll shoot u with my nerf gun pls,2020-03-25 02:01:54+00:00,13
400,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,"Is there any transmission in school. Why people so eager to close school? Imagine once this all done, all the world behind in education but singapore..",2020-03-25 02:26:14+00:00,26
401,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,They always like that 😂😂😂 never think behind & when it really happened than they will lock down Singapore 😂😂😂😂🤣🤣🤣,2020-03-25 02:41:39+00:00,17
402,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,Early I told my friend before about the airplane cause .....why they only quarantine China people ??? Why not all people just came back from Singapore also quarantine...now u see what had happened???? People from overseas kana so many 😂😂😂😂😂😂😱😱,2020-03-25 02:44:36+00:00,39
405,"Stricter social distancing measures will limit gatherings to 10 people or fewer, starting from Mar. 26, 2020, 2359 hours. The measures are expected to be in place until Apr. 30, 2020.

All bars and entertainment establishments like night clubs, discos, cinemas, theatres and karaoke outlets are to remain closed until then.",2020-03-24 12:33:39+00:00,"It’s a good call to close the tuition centres instead of schools cos students at tuition centres are coming from different schools. If one gets infected and not caught, spread will be wider. In doubt of the effectiveness of the social distancing measures instituted in malls though.",2020-03-25 16:12:15+00:00,48
406,"[BREAKING] The congregational Friday prayers will also remain suspended until further notice.

Photo from MUIS/Facebook",2020-03-24 11:57:36+00:00,Wait till 1 student get infected then the government want to take action. Who want to be the hero and make all school close?,2020-03-24 14:09:45+00:00,23
