,name,comment,processed_text,demojize_text
22,theincredible_zane,"With great power comes great responsibility, i think its the police who have great power and misuses it for abuse of authority. If they can use it for serious crimes then who knows if they will also start to track minor crimes like theft and protesting. I never trust the police whenever they say will ONLY be used for contact tracing and then now they went back on their word.","['great', 'power', 'come', 'great', 'respons', 'think', 'polic', 'great', 'power', 'misus', 'abus', 'author', 'use', 'seriou', 'crime', 'know', 'also', 'start', 'track', 'minor', 'crime', 'like', 'theft', 'protest', 'never', 'trust', 'polic', 'whenev', 'say', 'use', 'contact', 'trace', 'went', 'back', 'word']","With great power comes great responsibility, i think its the police who have great power and misuses it for abuse of authority. If they can use it for serious crimes then who knows if they will also start to track minor crimes like theft and protesting. I never trust the police whenever they say will ONLY be used for contact tracing and then now they went back on their word."
23,theincredible_zane,"With great power comes great responsibility, i think its the police who have great power and misuses it for abuse of authority. If they can use it for serious crimes then who knows if they will also start to track minor crimes like theft and protesting. I never trust the police whenever they say will ONLY be used for contact tracing and then now they went back on their word.","['great', 'power', 'come', 'great', 'respons', 'think', 'polic', 'great', 'power', 'misus', 'abus', 'author', 'use', 'seriou', 'crime', 'know', 'also', 'start', 'track', 'minor', 'crime', 'like', 'theft', 'protest', 'never', 'trust', 'polic', 'whenev', 'say', 'use', 'contact', 'trace', 'went', 'back', 'word']","With great power comes great responsibility, i think its the police who have great power and misuses it for abuse of authority. If they can use it for serious crimes then who knows if they will also start to track minor crimes like theft and protesting. I never trust the police whenever they say will ONLY be used for contact tracing and then now they went back on their word."
24,joshuatwl,"Probably they'll use it to track those who mass gather illegally in the future, right?!","['probabl', 'use', 'track', 'mass', 'gather', 'illeg', 'futur', 'right']","Probably they'll use it to track those who mass gather illegally in the future, right?!"
25,joshuatwl,"Probably they'll use it to track those who mass gather illegally in the future, right?!","['probabl', 'use', 'track', 'mass', 'gather', 'illeg', 'futur', 'right']","Probably they'll use it to track those who mass gather illegally in the future, right?!"
26,joshuatwl,"Probably they'll use it to track those who mass gather illegally in the future, right?!","['probabl', 'use', 'track', 'mass', 'gather', 'illeg', 'futur', 'right']","Probably they'll use it to track those who mass gather illegally in the future, right?!"
27,untamed_84,"This is how your rights are slowly taken away, making you believe its for the better. Populism should not be confused with credibility.","['right', 'slowli', 'taken', 'away', 'make', 'believ', 'better', 'popul', 'confus', 'credibl']","This is how your rights are slowly taken away, making you believe its for the better. Populism should not be confused with credibility."
28,keenkeeee,Can we ever trust them again?,"['ever', 'trust']",Can we ever trust them again?
29,ah_beng_got_insta,"So who exactly defines what a ""serious"" crime is? The same government! So theoretically they could place ""talking on the train"" into the serious crime category and take our data. Doesn't really make a difference tbh","['exactli', 'defin', 'seriou', 'crime', 'govern', 'theoret', 'could', 'place', 'talk', 'train', 'seriou', 'crime', 'categori', 'take', 'data', 'realli', 'make', 'differ', 'tbh']","So who exactly defines what a ""serious"" crime is? The same government! So theoretically they could place ""talking on the train"" into the serious crime category and take our data. Doesn't really make a difference tbh"
30,0.1.feb,Too late. The trust has already been lost. This is what happens when you aren't upfront with your voters. Shame on you.,"['late', 'trust', 'alreadi', 'lost', 'happen', 'upfront', 'voter', 'shame']",Too late. The trust has already been lost. This is what happens when you aren't upfront with your voters. Shame on you.
31,david823714,"Privacy is a past word when we are internet connected, no need to pretend to be naive. No excuse for criminals or crime prone minded characters to disallow or obstruct the long arm of law to do their police works to track them down & protect the majority of innocent people. Unwise, even idiotic, not to use this available tool. Trace Together or other available technologies shall be at the disposal of the law & police. If one is conscience clear all the laws or regulations have no impact on their lives. Law bearer & SPF & Security Department be brave to use all means to keep Singapore peace & safe! People with twisted reason & ill intention will have to be very fearful, not ordinary innocent people. Majulah Singapura!","['privaci', 'past', 'word', 'internet', 'connect', 'need', 'pretend', 'naiv', 'excus', 'crimin', 'crime', 'prone', 'mind', 'charact', 'disallow', 'obstruct', 'long', 'arm', 'law', 'polic', 'work', 'track', 'protect', 'major', 'innoc', 'peopl', 'unwis', 'even', 'idiot', 'use', 'avail', 'tool', 'trace', 'togeth', 'avail', 'technolog', 'shall', 'dispos', 'law', 'polic', 'one', 'conscienc', 'clear', 'law', 'regul', 'impact', 'live', 'law', 'bearer', 'spf', 'secur', 'depart', 'brave', 'use', 'mean', 'keep', 'singapor', 'peac', 'safe', 'peopl', 'twist', 'reason', 'ill', 'intent', 'fear', 'ordinari', 'innoc', 'peopl', 'majulah', 'singapura']","Privacy is a past word when we are internet connected, no need to pretend to be naive. No excuse for criminals or crime prone minded characters to disallow or obstruct the long arm of law to do their police works to track them down & protect the majority of innocent people. Unwise, even idiotic, not to use this available tool. Trace Together or other available technologies shall be at the disposal of the law & police. If one is conscience clear all the laws or regulations have no impact on their lives. Law bearer & SPF & Security Department be brave to use all means to keep Singapore peace & safe! People with twisted reason & ill intention will have to be very fearful, not ordinary innocent people. Majulah Singapura!"
32,steamhyperpolyglot,"Aiyoh, why make a huge fuse about it. Don't commit any crimes then you don't need to even think about such thing liao. If a person wilfully commits a crime, then too bad la, they asking for it. If you never, then nothing to fear right? I suspect only those that have done something wrong, and have something to hide, will be worried.","['aiyoh', 'make', 'huge', 'fuse', 'commit', 'crime', 'need', 'even', 'think', 'thing', 'liao', 'person', 'wil', 'commit', 'crime', 'bad', 'la', 'ask', 'never', 'noth', 'fear', 'right', 'suspect', 'done', 'someth', 'wrong', 'someth', 'hide', 'worri']","Aiyoh, why make a huge fuse about it. Don't commit any crimes then you don't need to even think about such thing liao. If a person wilfully commits a crime, then too bad la, they asking for it. If you never, then nothing to fear right? I suspect only those that have done something wrong, and have something to hide, will be worried."
33,extremelysaltyplayer,"This is the country we live in, we have no choice 😔","['countri', 'live', 'choic']","This is the country we live in, we have no choice :pensive_face:"
34,zal1406,K whatever,"['k', 'whatev']",K whatever
35,lovingmylifeworldpeace,"While many countries are battling to control the virus and many people dying, entitled Singaporeans are whining and complaining non stop. What a bunch of frogs in the well.","['mani', 'countri', 'battl', 'control', 'viru', 'mani', 'peopl', 'die', 'entitl', 'singaporean', 'whine', 'complain', 'non', 'stop', 'bunch', 'frog', 'well']","While many countries are battling to control the virus and many people dying, entitled Singaporeans are whining and complaining non stop. What a bunch of frogs in the well."
36,joshuatwl,"Probably they'll use it to track those who mass gather illegally in the future, right?!","['probabl', 'use', 'track', 'mass', 'gather', 'illeg', 'futur', 'right']","Probably they'll use it to track those who mass gather illegally in the future, right?!"
37,khaosfrozen,😂 one time say won't use data now there's law that say they can use the data from Tracenow,"['one', 'time', 'say', 'wo', 'use', 'data', 'law', 'say', 'use', 'data', 'tracenow']",:face_with_tears_of_joy: one time say won't use data now there's law that say they can use the data from Tracenow
38,joshuatwl,"Probably they'll use it to track those who mass gather illegally in the future, right?!","['probabl', 'use', 'track', 'mass', 'gather', 'illeg', 'futur', 'right']","Probably they'll use it to track those who mass gather illegally in the future, right?!"
39,myonefaith,"I disagree, I believe our country, government and enforcement hv the right to access TraceTogether data to all crimes not only just serious crime !  If anyone committed a crime, Police should use every piece of information to hunt then down 100%, period !!","['disagre', 'believ', 'countri', 'govern', 'enforc', 'hv', 'right', 'access', 'tracetogeth', 'data', 'crime', 'seriou', 'crime', 'anyon', 'commit', 'crime', 'polic', 'use', 'everi', 'piec', 'inform', 'hunt', 'period']","I disagree, I believe our country, government and enforcement hv the right to access TraceTogether data to all crimes not only just serious crime !  If anyone committed a crime, Police should use every piece of information to hunt then down 100%, period !!"
40,chong_kiat,"Now people know, when they are about to commit crime, they won’t bring their token or their phones.. dumb policy.😁","['peopl', 'know', 'commit', 'crime', 'bring', 'token', 'phone', 'dumb', 'polici']","Now people know, when they are about to commit crime, they won’t bring their token or their phones.. dumb policy.:beaming_face_with_smiling_eyes:"
41,loli_arsonist_of_teyvat,TraceTogether token and phone put away. *eScAPe*,"['tracetogeth', 'token', 'phone', 'put', 'away', 'escap']",TraceTogether token and phone put away. *eScAPe*
42,youchoong,👏👏SG,['sg'],:clapping_hands::clapping_hands:SG
43,youchoong,👏👏SG,['sg'],:clapping_hands::clapping_hands:SG
44,amberwolf__,"In response to your question, I am offended because I came to everyone in peace. All the previous replies to my comment have been able to hold an intellectual conversation with me without being rude or sarcastic. People like yampuffs, he/she is obviously strongly affected by his/her privacy getting intruded by TT. That is fine. I wanted to hear why he/she thought about things that way. Just respectful conversations, which he/she is respectful enough to do it. Everybody could do it. Except you.","['respons', 'question', 'offend', 'came', 'everyon', 'peac', 'previou', 'repli', 'comment', 'abl', 'hold', 'intellectu', 'convers', 'without', 'rude', 'sarcast', 'peopl', 'like', 'yampuff', 'obvious', 'strongli', 'affect', 'privaci', 'get', 'intrud', 'tt', 'fine', 'want', 'hear', 'thought', 'thing', 'way', 'respect', 'convers', 'respect', 'enough', 'everybodi', 'could', 'except']","In response to your question, I am offended because I came to everyone in peace. All the previous replies to my comment have been able to hold an intellectual conversation with me without being rude or sarcastic. People like yampuffs, he/she is obviously strongly affected by his/her privacy getting intruded by TT. That is fine. I wanted to hear why he/she thought about things that way. Just respectful conversations, which he/she is respectful enough to do it. Everybody could do it. Except you."
45,c_men_69,loitering?,['loiter'],loitering?
46,fabulousallyseashells,"Crimes are crimes, aren’t they?","['crime', 'crime']","Crimes are crimes, aren’t they?"
47,erfvnnn,So tracking lah right,"['track', 'lah', 'right']",So tracking lah right
48,charlieheth,Cap,['cap'],Cap
49,robing628,😄😄😄,[],:grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes:
50,xdabdoubledab,🧢🧢🧢,[],:billed_cap::billed_cap::billed_cap:
51,mervin_chia_photography,"The question is, how would we know what the government is using something developed by govtech, is being used for? Ownself check ownself?","['question', 'would', 'know', 'govern', 'use', 'someth', 'develop', 'govtech', 'use', 'ownself', 'check', 'ownself']","The question is, how would we know what the government is using something developed by govtech, is being used for? Ownself check ownself?"
52,xiao_xing168,Wtf,['wtf'],Wtf
53,theofuck,cap,['cap'],cap
54,naux_19,bruh just put gps in our body lah,"['bruh', 'put', 'gp', 'bodi', 'lah']",bruh just put gps in our body lah
55,pikachewyyy,Too late lmao,"['late', 'lmao']",Too late lmao
56,nosoundnonews,👏💪🏼,[],:clapping_hands::flexed_biceps_medium-light_skin_tone:
57,sterlingkwan,"Nah this too easy for them, screw it dont go out alr","['nah', 'easi', 'screw', 'dont', 'go', 'alr']","Nah this too easy for them, screw it dont go out alr"
58,euan_lohh,this is why you wear your tracetogether tokens kids so u don't get kidnap,"['wear', 'tracetogeth', 'token', 'kid', 'u', 'get', 'kidnap']",this is why you wear your tracetogether tokens kids so u don't get kidnap
59,pmenon1985,@mahek_md - brilliant isn’t it?,['brilliant'],@mahek_md - brilliant isn’t it?
60,awge_xavier,What is defined as a serious crime?,"['defin', 'seriou', 'crime']",What is defined as a serious crime?
61,potatocoffeepot,"Think positive...if your kids ever get lost, they can definitely be found...no worries","['think', 'posit', 'kid', 'ever', 'get', 'lost', 'definit', 'found', 'worri']","Think positive...if your kids ever get lost, they can definitely be found...no worries"
62,amberwolf__,"I ask this question very neutrally because I’m just genuinely curious: Why are we so afraid of the government tracking us if we are not doing illegal stuff? I’m really just looking for genuine answers, not looking pick fight thanks 🙏🏻","['ask', 'question', 'neutral', 'genuin', 'curiou', 'afraid', 'govern', 'track', 'us', 'illeg', 'stuff', 'realli', 'look', 'genuin', 'answer', 'look', 'pick', 'fight', 'thank']","I ask this question very neutrally because I’m just genuinely curious: Why are we so afraid of the government tracking us if we are not doing illegal stuff? I’m really just looking for genuine answers, not looking pick fight thanks :folded_hands_light_skin_tone:"
63,jun_yiiii,R,['r'],R
64,breathe_laugh_love_hear,"Reasonable. Never do wrong, dunni to scare.","['reason', 'never', 'wrong', 'dunni', 'scare']","Reasonable. Never do wrong, dunni to scare."
65,joeorjouptoyou,Pretty dumb criminals to be carrying around trace together tokens or switching on Bluetooth when committing crimes 🤦🏻,"['pretti', 'dumb', 'crimin', 'carri', 'around', 'trace', 'togeth', 'token', 'switch', 'bluetooth', 'commit', 'crime']",Pretty dumb criminals to be carrying around trace together tokens or switching on Bluetooth when committing crimes :person_facepalming_light_skin_tone:
0,kksoh,@phoebechaifymua @tcw8372 JOM,['jom'],@phoebechaifymua @tcw8372 JOM
1,janaina01teles,@reicruz1984,[],@reicruz1984
2,fusher17,💩💩💩💩,[],:pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo:
3,larry.yip,Still talking about this.,"['still', 'talk']",Still talking about this.
4,kellynne06,😂,[],:face_with_tears_of_joy:
5,ming.hui,@yingggg_,[],@yingggg_
6,rt_052016,👍,[],:thumbs_up:
7,yinglumwai,Mean if I stay woodland n I can go to Jurong west Cc collect right,"['mean', 'stay', 'woodland', 'n', 'go', 'jurong', 'west', 'cc', 'collect', 'right']",Mean if I stay woodland n I can go to Jurong west Cc collect right
8,rebellionforchrist,trace together die together if kena virus,"['trace', 'togeth', 'die', 'togeth', 'kena', 'viru']",trace together die together if kena virus
9,paklongbidin,Faster collect la punde,"['faster', 'collect', 'la', 'pund']",Faster collect la punde
10,d_zk_,Never mention to collect within your own area CC?,"['never', 'mention', 'collect', 'within', 'area', 'cc']",Never mention to collect within your own area CC?
11,legit_trusted_wordwide,"I buy old MAL🇲🇾(coin$note)10Kmyr per☝ Old SIN🇸🇬(coin$note)10Ksgd per☝ Old BRU🇧🇳(coin$note)10Kbnd per☝ YA ALLAH Tembaga,☝☝✅🤙✅✅ Old coin Old notes Stamps Duit lama Cincin Stoke Atique Ring🚀🚀🚀🚀..................................❤️❤️❤️🌏🌏🌏🌓🌏","['buy', 'old', 'mal', 'coin', 'note', 'per', 'old', 'sin', 'coin', 'note', 'per', 'old', 'bru', 'coin', 'note', 'per', 'ya', 'allah', 'tembaga', 'old', 'coin', 'old', 'note', 'stamp', 'duit', 'lama', 'cincin', 'stoke', 'atiqu', 'ring']","I buy old MAL:Malaysia:(coin$note)10Kmyr per:index_pointing_up: Old SIN:Singapore:(coin$note)10Ksgd per:index_pointing_up: Old BRU:Brunei:(coin$note)10Kbnd per:index_pointing_up: YA ALLAH Tembaga,:index_pointing_up::index_pointing_up::check_mark_button::call_me_hand::check_mark_button::check_mark_button: Old coin Old notes Stamps Duit lama Cincin Stoke Atique Ring:rocket::rocket::rocket::rocket:..................................:red_heart::red_heart::red_heart::globe_showing_Asia-Australia::globe_showing_Asia-Australia::globe_showing_Asia-Australia::first_quarter_moon::globe_showing_Asia-Australia:"
12,_riko1a,"No matter which CC my family go to, all sold out 😂","['matter', 'cc', 'famili', 'go', 'sold']","No matter which CC my family go to, all sold out :face_with_tears_of_joy:"
0,karolinekye,But the token aren’t available for collection.,"['token', 'avail', 'collect']",But the token aren’t available for collection.
1,kseah226,"Frankly speaking, phase 3 should only happen after Chinese New Year next year.....","['frankli', 'speak', 'phase', 'happen', 'chines', 'new', 'year', 'next', 'year']","Frankly speaking, phase 3 should only happen after Chinese New Year next year....."
2,huixiaan_salty,bruh,['bruh'],bruh
3,justkierannn,Yes,['ye'],Yes
4,nl.izzahyam,"issit so hard for people to comprehend that if you dont have the physical token, its fine. the alternative is the tracetogether app. just download it. its so much easier then collecting the token. you have to go thru a hassle when collecting the token, whereas it’ll take you just like 2 mins to download and setup the app from the comfort of your own home or wherever you are.","['issit', 'hard', 'peopl', 'comprehend', 'dont', 'physic', 'token', 'fine', 'altern', 'tracetogeth', 'app', 'download', 'much', 'easier', 'collect', 'token', 'go', 'thru', 'hassl', 'collect', 'token', 'wherea', 'take', 'like', 'min', 'download', 'setup', 'app', 'comfort', 'home', 'wherev']","issit so hard for people to comprehend that if you dont have the physical token, its fine. the alternative is the tracetogether app. just download it. its so much easier then collecting the token. you have to go thru a hassle when collecting the token, whereas it’ll take you just like 2 mins to download and setup the app from the comfort of your own home or wherever you are."
5,meleenoob_,@jiaajunnnn,[],@jiaajunnnn
6,disowned_rug,screw this I’m downloading Facebook instead 🤡,"['screw', 'download', 'facebook', 'instead']",screw this I’m downloading Facebook instead :clown_face:
7,fattcaicat,"U want more take up rate for tracetogether? Simple, full lockdown one week, citizens only allow to go out with tracetogether app installed, penalise retailers who run promotion, limit the number of shoppers...","['u', 'want', 'take', 'rate', 'tracetogeth', 'simpl', 'full', 'lockdown', 'one', 'week', 'citizen', 'allow', 'go', 'tracetogeth', 'app', 'instal', 'penalis', 'retail', 'run', 'promot', 'limit', 'number', 'shopper']","U want more take up rate for tracetogether? Simple, full lockdown one week, citizens only allow to go out with tracetogether app installed, penalise retailers who run promotion, limit the number of shoppers..."
8,evsavyavabrileystarrfp1998,Phase 3 in progress,"['phase', 'progress']",Phase 3 in progress
9,kimtesfye,Guys dont take pls !!! Serious tho,"['guy', 'dont', 'take', 'pl', 'seriou', 'tho']",Guys dont take pls !!! Serious tho
10,zuzagiraudo,"I get it that it's super frustrating have such intrusive policies, but tracing app is nothing comparing to a hotel asking us for our companies addresses and phone numbers when checking in for a family holiday. What does THAT have to do with anything?","['get', 'super', 'frustrat', 'intrus', 'polici', 'trace', 'app', 'noth', 'compar', 'hotel', 'ask', 'us', 'compani', 'address', 'phone', 'number', 'check', 'famili', 'holiday', 'anyth']","I get it that it's super frustrating have such intrusive policies, but tracing app is nothing comparing to a hotel asking us for our companies addresses and phone numbers when checking in for a family holiday. What does THAT have to do with anything?"
11,radioaqtifgmailcom,Covid19 is the perfect excuse to make us all the willing victims of Big Brother,"['perfect', 'excus', 'make', 'us', 'will', 'victim', 'big', 'brother']",Covid19 is the perfect excuse to make us all the willing victims of Big Brother
12,ryandimples,Phase 2 forever! Yaaaaaaaay,"['phase', 'forev', 'yaaaaaaaay']",Phase 2 forever! Yaaaaaaaay
13,endr.nrmn,"MOH, Mindef, Singhealth and several other government agencies have all had data breaches in the past 10 years alone. A data breach on the Trace-together token/app which has widespread adoption and information on who you are in close proximity with could mean disastrous for personal privacy. No thanks, I’ll be a part of the 30% of non adopters.","['moh', 'mindef', 'singhealth', 'sever', 'govern', 'agenc', 'data', 'breach', 'past', 'year', 'alon', 'data', 'breach', 'widespread', 'adopt', 'inform', 'close', 'proxim', 'could', 'mean', 'disastr', 'person', 'privaci', 'thank', 'part', 'non', 'adopt']","MOH, Mindef, Singhealth and several other government agencies have all had data breaches in the past 10 years alone. A data breach on the Trace-together token/app which has widespread adoption and information on who you are in close proximity with could mean disastrous for personal privacy. No thanks, I’ll be a part of the 30% of non adopters."
14,tajlim,how tf m i supposed to use it if it ain't even my residential area's turn to collect it? i would gladly use this over having to scan the QR codes everywhere i go but it's still not being handed out at my area.,"['tf', 'suppos', 'use', 'ai', 'even', 'residenti', 'area', 'turn', 'collect', 'would', 'gladli', 'use', 'scan', 'qr', 'code', 'everywher', 'go', 'still', 'hand', 'area']",how tf m i supposed to use it if it ain't even my residential area's turn to collect it? i would gladly use this over having to scan the QR codes everywhere i go but it's still not being handed out at my area.
15,hanwriter,what's the difference of that app and singpass. so I die die can't use singpass????????????? at all???????,"['differ', 'app', 'singpass', 'die', 'die', 'ca', 'use', 'singpass']",what's the difference of that app and singpass. so I die die can't use singpass????????????? at all???????
16,anyanstory,Haha that’s around the approval rate of our Govt,"['haha', 'around', 'approv', 'rate', 'govt']",Haha that’s around the approval rate of our Govt
0,l_m_k_sg,No,[],No
1,azuranwr_,@farahwi_hf semakin dekat ya buk,"['semakin', 'dekat', 'ya', 'buk']",@farahwi_hf semakin dekat ya buk
2,migratingmoon,Is there a petition somewhere that we can sign against this absurdity?,"['petit', 'somewher', 'sign', 'absurd']",Is there a petition somewhere that we can sign against this absurdity?
3,owenchuayt,No!,[],No!
4,diekoenigstiger,no step on snek,"['step', 'snek']",no step on snek
5,frozeninlag,Our final evolution to becoming sheeple is complete,"['final', 'evolut', 'becom', 'sheepl', 'complet']",Our final evolution to becoming sheeple is complete
6,yueyin.hea,they should use the funds to do a swab test for everyone in singapore,"['use', 'fund', 'swab', 'test', 'everyon', 'singapor']",they should use the funds to do a swab test for everyone in singapore
7,jere._miah_,Report the government for intention feeding,"['report', 'govern', 'intent', 'feed']",Report the government for intention feeding
8,isjaven___,tio tagging,"['tio', 'tag']",tio tagging
9,ronsoo,it is read as MANDATORY... i think there’s a choice: be tagged or be charged in court...,"['read', 'mandatori', 'think', 'choic', 'tag', 'charg', 'court']",it is read as MANDATORY... i think there’s a choice: be tagged or be charged in court...
10,isaiahlim,Are we as a society really going to allow such blatant invasion of privacy in the supposed name of “safety”? The government may as well say it is compulsory to implant a chip into you  Really do hope Singaporean wake up,"['societi', 'realli', 'go', 'allow', 'blatant', 'invas', 'privaci', 'suppos', 'name', 'safeti', 'govern', 'may', 'well', 'say', 'compulsori', 'implant', 'chip', 'realli', 'hope', 'singaporean', 'wake']",Are we as a society really going to allow such blatant invasion of privacy in the supposed name of “safety”? The government may as well say it is compulsory to implant a chip into you  Really do hope Singaporean wake up
11,saprilia92,@pricylliaa,[],@pricylliaa
12,yikes.itsjerry,Now this being oppressive I don’t think we need this measurements it’s not idealistic for the government to be tracking the society it’s definitely deranged at this point,"['oppress', 'think', 'need', 'measur', 'idealist', 'govern', 'track', 'societi', 'definit', 'derang', 'point']",Now this being oppressive I don’t think we need this measurements it’s not idealistic for the government to be tracking the society it’s definitely deranged at this point
13,shxhrin,PANDORA WHO???,['pandora'],PANDORA WHO???
14,natalia_bam,@natashabam @nadia_bam,[],@natashabam @nadia_bam
15,loptylop,@liushu1706,[],@liushu1706
16,jeremy.b.tan,"Good idea! I will put it on my pet dog or cat & let it roam freely. Then when it doesn't return, I will make a lost report. I have confidence in our tech that I will 99% find it back. 😀","['good', 'idea', 'put', 'pet', 'dog', 'cat', 'let', 'roam', 'freeli', 'return', 'make', 'lost', 'report', 'confid', 'tech', 'find', 'back']","Good idea! I will put it on my pet dog or cat & let it roam freely. Then when it doesn't return, I will make a lost report. I have confidence in our tech that I will 99% find it back. :grinning_face:"
17,nana__tina,This is invasion of privacy. There is safeentry for most public places. Why waste additional tax payers money. The money can be better use to help those in need now.,"['invas', 'privaci', 'safeentri', 'public', 'place', 'wast', 'addit', 'tax', 'payer', 'money', 'money', 'better', 'use', 'help', 'need']",This is invasion of privacy. There is safeentry for most public places. Why waste additional tax payers money. The money can be better use to help those in need now.
18,x.tshndrn,@andreyeooo Please enjoy the comments ♥️,"['pleas', 'enjoy', 'comment']",@andreyeooo Please enjoy the comments :heart_suit:
19,nat_goes._.wild,This is just invasion of privacy,"['invas', 'privaci']",This is just invasion of privacy
20,_.iamdre._,Like tagging already 🤦🏾‍♂️,"['like', 'tag', 'alreadi']",Like tagging already :man_facepalming_medium-dark_skin_tone:
21,yung.t.j,@sam.katz98 @nickkger @mayukh8 @niels_sc @alkaassh i’m already ahead of the curve,"['alreadi', 'ahead', 'curv']",@sam.katz98 @nickkger @mayukh8 @niels_sc @alkaassh i’m already ahead of the curve
0,isaackho_03,Free AirPods 😂,"['free', 'airpod']",Free AirPods :face_with_tears_of_joy:
1,pmenon1985,@mahek_md,[],@mahek_md
2,globbylicious,@dolldollho see....no need kan cheong,"['see', 'need', 'kan', 'cheong']",@dolldollho see....no need kan cheong
3,strike_first_84,Meriton go home,"['meriton', 'go', 'home']",Meriton go home
4,strike_first_84,Meriton game over,"['meriton', 'game']",Meriton game over
5,zack_axe_,"Tbh, why didn't we use ezlink cards with our IC to tap in and out?","['tbh', 'use', 'ezlink', 'card', 'ic', 'tap']","Tbh, why didn't we use ezlink cards with our IC to tap in and out?"
6,sentimiento__che,MERITON GO HOME,"['meriton', 'go', 'home']",MERITON GO HOME
7,jevorisofficial,🔥,[],:fire:
0,singteling.14,I thought tracetogether app can liao? Why still need token?,"['thought', 'tracetogeth', 'app', 'liao', 'still', 'need', 'token']",I thought tracetogether app can liao? Why still need token?
1,w.an_xuann,yay,['yay'],yay
2,leandro._sb,Later gov track u I just put under my table,"['later', 'gov', 'track', 'u', 'put', 'tabl']",Later gov track u I just put under my table
