,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets,emoji_decoded_tweets
208,1251511961256255488,1251511961256255488,2020-04-18,22:04:38,703401737655193600,hombrebarberssg,Hombre Barbers SG,"{'type': 'Point', 'coordinates': [1.31736, 103.90466]}",Business as usual with safe distancing measures in place.  Simply click link on our bio for booking of appointment.  #haircuts #menshairstyles #hairstylesformen #barberinspiration #nastybarbers #behindthechair…  https://t.co/OK6qBs0OeS,en,[],['https://www.instagram.com/p/B_H_m8UBXLP/?igshid=1970sevbatqqs'],[],0,0,0,"['haircuts', 'menshairstyles', 'hairstylesformen', 'barberinspiration', 'nastybarbers', 'behindthechair']",https://twitter.com/hombrebarberssg/status/1251511961256255488,0,[],"['busi', 'usual', 'measur', 'place', 'simpli', 'click', 'link', 'bio', 'book', 'appoint']",Business as usual with safe distancing measures in place.  Simply click link on our bio for booking of appointment.  #haircuts #menshairstyles #hairstylesformen #barberinspiration #nastybarbers #behindthechair…  https://t.co/OK6qBs0OeS
209,1251469023792922625,1251469023792922625,2020-04-18,19:14:01,930644916190842880,cai65839481,Cai,,I have observed across the fence of one of the foreign workers hostel and saw them not observing safe distancing. NEA and SPF please check on them out. They are crippling our health care system. They know if contracted they have nothing to lose. We pays for everything.,en,[],[],[],0,0,0,[],https://twitter.com/Cai65839481/status/1251469023792922625,0,[],"['observ', 'across', 'fenc', 'one', 'foreign', 'worker', 'hostel', 'saw', 'observ', 'nea', 'spf', 'pleas', 'check', 'crippl', 'health', 'care', 'system', 'know', 'contract', 'noth', 'lose', 'pay', 'everyth']",I have observed across the fence of one of the foreign workers hostel and saw them not observing safe distancing. NEA and SPF please check on them out. They are crippling our health care system. They know if contracted they have nothing to lose. We pays for everything.
210,1251390791710150657,1251390791710150657,2020-04-18,14:03:09,19785811,dwallbank,Derek Wallbank,,"Saw several social distancing ambassadors at MacRitchie today in Singapore. And basically everyone I saw was in compliance with mask rules.   To those making sure we are all operating safe, I know it can seem thankless, but I appreciate what y'all are doing. Thanks y'all.",en,[],[],[],1,0,12,[],https://twitter.com/dwallbank/status/1251390791710150657,0,[],"['saw', 'sever', 'social', 'ambassador', 'macritchi', 'today', 'singapor', 'basic', 'everyon', 'saw', 'complianc', 'mask', 'rule', 'make', 'sure', 'oper', 'know', 'seem', 'thankless', 'appreci', 'thank']","Saw several social distancing ambassadors at MacRitchie today in Singapore. And basically everyone I saw was in compliance with mask rules.   To those making sure we are all operating safe, I know it can seem thankless, but I appreciate what y'all are doing. Thanks y'all."
211,1251059439874031617,1251059439874031617,2020-04-17,16:06:28,13622,geraldine_angel,ger@ldine @ngel,"{'type': 'Point', 'coordinates': [1.30657861, 103.78871324]}",Day 11 of circuit breaker period. #safedistancing Thanks so much for the lovely handmade fabric mask! @ The Star Vista  https://t.co/SLMJgq8F6t,en,[],['https://www.instagram.com/p/B_Ex0ywp9qV/?igshid=u1191uppx6w8'],[],0,0,0,['safedistancing'],https://twitter.com/geraldine_angel/status/1251059439874031617,0,[],"['day', 'circuit', 'breaker', 'period', 'thank', 'much', 'love', 'handmad', 'fabric', 'mask', 'star', 'vista']",Day 11 of circuit breaker period. #safedistancing Thanks so much for the lovely handmade fabric mask! @ The Star Vista  https://t.co/SLMJgq8F6t
212,1250929725054148608,1250929725054148608,2020-04-17,07:31:02,15340605,richardjang,Richard Jang,,Day 11 of #circuitbreaker Trains had already increased its frequency to 5 mins or more during peak hours. This had resulted in the breaking of the safe distancing which is beyond the authority control.,en,[],[],[],0,0,0,['circuitbreaker'],https://twitter.com/richardjang/status/1250929725054148608,0,[],"['day', 'train', 'alreadi', 'increas', 'frequenc', 'min', 'peak', 'hour', 'result', 'break', 'beyond', 'author', 'control']",Day 11 of #circuitbreaker Trains had already increased its frequency to 5 mins or more during peak hours. This had resulted in the breaking of the safe distancing which is beyond the authority control.
213,1250770592376057857,1250743397276454912,2020-04-16,20:58:42,327671370,ashishshukla72,Ashish Shukla,,"@sardesairajdeep @RahulGandhi Did Mr Rahul Gandi suggest how to ramp up Testing capacity, we have only 40k testing capacity per day. How to feed money in the hand of poor and how to feed ration while maintaining safe distancing. How to provide good quality PPE to Medical staff? How to assist economic downturn",en,[],[],[],0,0,0,[],https://twitter.com/AshishShukla72/status/1250770592376057857,0,"[{'screen_name': 'sardesairajdeep', 'name': 'Rajdeep Sardesai', 'id': '56304605'}, {'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': '3171712086'}]","['mr', 'rahul', 'gandi', 'suggest', 'ramp', 'test', 'capac', 'test', 'capac', 'per', 'day', 'feed', 'money', 'hand', 'poor', 'feed', 'ration', 'maintain', 'provid', 'good', 'qualiti', 'ppe', 'medic', 'staff', 'assist', 'econom', 'downturn']","@sardesairajdeep @RahulGandhi Did Mr Rahul Gandi suggest how to ramp up Testing capacity, we have only 40k testing capacity per day. How to feed money in the hand of poor and how to feed ration while maintaining safe distancing. How to provide good quality PPE to Medical staff? How to assist economic downturn"
214,1250399106423382023,1250391958641500160,2020-04-15,20:22:32,294646682,colinwongcs,ColinW,,"@MothershipSG The focus of this article is about safe distancing (or physical distancing). The title, which says social distancing, should be amended to better reflect the content.",en,[],[],[],0,0,0,[],https://twitter.com/ColinWongcs/status/1250399106423382023,0,"[{'screen_name': 'MothershipSG', 'name': 'Mothership.sg', 'id': '1619325942'}]","['focu', 'articl', 'physic', 'titl', 'say', 'social', 'amend', 'better', 'reflect', 'content']","@MothershipSG The focus of this article is about safe distancing (or physical distancing). The title, which says social distancing, should be amended to better reflect the content."
215,1250380489510342657,1250380489510342657,2020-04-15,19:08:34,944328614845255680,happypinshop,Happy Pin Shop,"{'type': 'Point', 'coordinates': [1.27888048, 103.84394073]}","Hey there, apologies for our silence. We hope everyone is keeping well, in these stressful times. Please stay safe; stay healthy. If everyone does their part in social distancing, social responsibility, we can curb…  https://t.co/wSdCTtYpXs",en,[],['https://www.instagram.com/p/B-_9EtplsKH/?igshid=137gslwfhiuj9'],[],0,0,0,[],https://twitter.com/happypinshop/status/1250380489510342657,0,[],"['hey', 'apolog', 'silenc', 'hope', 'everyon', 'keep', 'well', 'stress', 'time', 'pleas', 'stay', 'stay', 'healthi', 'everyon', 'part', 'social', 'social', 'respons']","Hey there, apologies for our silence. We hope everyone is keeping well, in these stressful times. Please stay safe; stay healthy. If everyone does their part in social distancing, social responsibility, we can curb…  https://t.co/wSdCTtYpXs"
216,1250332054568333312,1250332054568333312,2020-04-15,15:56:06,13622,geraldine_angel,ger@ldine @ngel,"{'type': 'Point', 'coordinates': [1.30657861, 103.78871324]}",Day 9 of circuit breaker period. #safedistancing @ The Star Vista  https://t.co/Z6osGgDvch,en,[],['https://www.instagram.com/p/B-_nDHHpcUQ/?igshid=1twth64ss1btc'],[],0,0,0,['safedistancing'],https://twitter.com/geraldine_angel/status/1250332054568333312,0,[],"['day', 'circuit', 'breaker', 'period', 'star', 'vista']",Day 9 of circuit breaker period. #safedistancing @ The Star Vista  https://t.co/Z6osGgDvch
217,1250049097404305408,1250049097404305408,2020-04-14,21:11:44,184317528,l2achhel,bbruok,,loving the safe distancing announcement,en,[],[],[],0,0,0,[],https://twitter.com/l2achhel/status/1250049097404305408,0,[],"['love', 'announc']",loving the safe distancing announcement
218,1250007095274950658,1250007095274950658,2020-04-14,18:24:50,291609629,superyachtbuzz,Yachting Singapore,,CD + 7. Singapore port remains open during Covid-19. Unmanned Surface Vehicle by Zycraft is helping port agents deliver important packages to vessels while observing social distancing. Keep it safe!  https://t.co/kGcr9iN3dj,en,[],[],[],0,0,2,[],https://twitter.com/superyachtbuzz/status/1250007095274950658,1,[],"['cd', 'singapor', 'port', 'remain', 'open', 'unman', 'surfac', 'vehicl', 'zycraft', 'help', 'port', 'agent', 'deliv', 'import', 'packag', 'vessel', 'observ', 'social', 'keep']",CD + 7. Singapore port remains open during Covid-19. Unmanned Surface Vehicle by Zycraft is helping port agents deliver important packages to vessels while observing social distancing. Keep it safe!  https://t.co/kGcr9iN3dj
219,1249868218623078400,1249868218623078400,2020-04-14,09:12:59,4397572759,m_edgevantage,Motor EDGEvantage,,Complying to safe-distancing measures during this circuit breaker period by alternating work bays and staggered workforce.  #MotorEdgevantage #JaguarWorkshop #LandRoverWorkshop #PorscheWorkshop #VolvoWorkshop #covid19   https://t.co/O3QCZP5kxA  https://t.co/RgLrtRkWWh,en,[],['https://edgevantage.com.sg/our-team/'],['https://pbs.twimg.com/media/EVhsg6LUUAAJyzk.jpg'],0,0,0,"['motoredgevantage', 'jaguarworkshop', 'landroverworkshop', 'porscheworkshop', 'volvoworkshop', 'covid19']",https://twitter.com/m_edgevantage/status/1249868218623078400,1,[],"['compli', 'measur', 'circuit', 'breaker', 'period', 'altern', 'work', 'bay', 'stagger', 'workforc']",Complying to safe-distancing measures during this circuit breaker period by alternating work bays and staggered workforce.  #MotorEdgevantage #JaguarWorkshop #LandRoverWorkshop #PorscheWorkshop #VolvoWorkshop #covid19   https://t.co/O3QCZP5kxA  https://t.co/RgLrtRkWWh
220,1249652351893270528,1249652351893270528,2020-04-13,18:55:12,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #seabass #safedistancing @ Evania  https://t.co/ebe3CQFReC,en,[],['https://www.instagram.com/p/B-6x9Hsne9Y/?igshid=uobqp7ew8mhx'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'covid19', 'seabass', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1249652351893270528,0,[],"['dinner', 'tonight', 'evania']",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #seabass #safedistancing @ Evania  https://t.co/ebe3CQFReC
221,1249511892068024320,1249511892068024320,2020-04-13,09:37:04,13622,geraldine_angel,ger@ldine @ngel,"{'type': 'Point', 'coordinates': [1.2865899, 103.82696]}",Day 7 of circuit breaker period. #safedistancing @ Tiong Bahru Plaza  https://t.co/WRxuuJXwZj,en,[],['https://www.instagram.com/p/B-5yFNUJBJC/?igshid=1wkimeeklrwd4'],[],0,0,0,['safedistancing'],https://twitter.com/geraldine_angel/status/1249511892068024320,0,[],"['day', 'circuit', 'breaker', 'period', 'tiong', 'bahru', 'plaza']",Day 7 of circuit breaker period. #safedistancing @ Tiong Bahru Plaza  https://t.co/WRxuuJXwZj
223,1248866275683532800,1248866275683532800,2020-04-11,14:51:37,2366968298,dannyxrchxn,Danny Chan,,See?? There’s no point in that 1 metre safe distancing. It’s aerosol and airborne too! Just stay the fuck home!,en,[],[],[],0,0,0,[],https://twitter.com/dannyxrchxn/status/1248866275683532800,0,[],"['see', 'point', 'metr', 'aerosol', 'airborn', 'stay', 'fuck', 'home']",See?? There’s no point in that 1 metre safe distancing. It’s aerosol and airborne too! Just stay the fuck home!
224,1248849594663890945,1248849594663890945,2020-04-11,13:45:20,1320044978,ho_priya,ho_priya,,See How the virus transmits... Japanese captured it on highly powerful camera. Please watch till end.  Please stay home and stay safe 🙏 This gives better understanding of how much social distancing is must..  https://t.co/W9hn98GaHs,en,[],[],[],1,47,45,[],https://twitter.com/ho_priya/status/1248849594663890945,1,[],"['see', 'viru', 'transmit', 'japanes', 'captur', 'highli', 'power', 'camera', 'pleas', 'watch', 'till', 'end', 'pleas', 'stay', 'home', 'stay', 'give', 'better', 'understand', 'much', 'social', 'must']",See How the virus transmits... Japanese captured it on highly powerful camera. Please watch till end.  Please stay home and stay safe :folded_hands: This gives better understanding of how much social distancing is must..  https://t.co/W9hn98GaHs
225,1248669257463779331,1248662518446186497,2020-04-11,01:48:44,1104997443538628608,solomanprabur,Soloman Prabu R,,@SimonKirannjay Ohh Yes! Life moves on. Just gotta be safe. Careful. Maintain 1M distancing &amp; Ensure it’s not a crowded place 😇  https://t.co/KBRFYYxoM4,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/EVQqEMBUMAElDoz.jpg'],0,0,2,[],https://twitter.com/SolomanPrabuR/status/1248669257463779331,1,"[{'screen_name': 'SimonKirannjay', 'name': 'Itachi D. Kenpachi', 'id': '410796509'}]","['ohh', 'ye', 'life', 'move', 'got', 'ta', 'care', 'maintain', 'amp', 'ensur', 'crowd', 'place']",@SimonKirannjay Ohh Yes! Life moves on. Just gotta be safe. Careful. Maintain 1M distancing &amp; Ensure it’s not a crowded place :smiling_face_with_halo:  https://t.co/KBRFYYxoM4
226,1248578529891155968,1248578529891155968,2020-04-10,19:48:13,51191242,muhd_shariff,Shariff,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Practice Safe Distancing on Public Transport by Land Transport Authority, Circuit Breaker measure by the government against Coronavirus.  Once in a lifetime experience, seeing last people on public transport and in…  https://t.co/hIkuaKf1cU",en,[],['https://www.instagram.com/p/B-zJo5-naAI/?igshid=11g1kgrrf6hbc'],[],0,0,0,[],https://twitter.com/Muhd_Shariff/status/1248578529891155968,0,[],"['practic', 'public', 'transport', 'land', 'transport', 'author', 'circuit', 'breaker', 'measur', 'govern', 'coronaviru', 'lifetim', 'experi', 'see', 'last', 'peopl', 'public', 'transport']","Practice Safe Distancing on Public Transport by Land Transport Authority, Circuit Breaker measure by the government against Coronavirus.  Once in a lifetime experience, seeing last people on public transport and in…  https://t.co/hIkuaKf1cU"
227,1248569146893361152,1248569146893361152,2020-04-10,19:10:56,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",happy good friday!!!  #crcheers #quircsingapore #adventuresofalifetime #staysafeandhealthy #covid19 #greendot #safedistancing @ Evania  https://t.co/ji3omsKdEx,en,[],['https://www.instagram.com/p/B-zFX2CH2hZ/?igshid=ipwumkoxw9t'],[],0,0,0,"['crcheers', 'quircsingapore', 'adventuresofalifetime', 'staysafeandhealthy', 'covid19', 'greendot', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1248569146893361152,0,[],"['happi', 'good', 'friday', 'evania']",happy good friday!!!  #crcheers #quircsingapore #adventuresofalifetime #staysafeandhealthy #covid19 #greendot #safedistancing @ Evania  https://t.co/ji3omsKdEx
228,1248486256595488768,1248486256595488768,2020-04-10,13:41:33,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",#crcheers #quircsingapore #homemademeals #staysafeandhealthy #safedistancing #covid19 @ Evania  https://t.co/7Qywnnz2Po,en,[],['https://www.instagram.com/p/B-yfrcLn7Iw/?igshid=8dcwb0j2kosq'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'safedistancing', 'covid19']",https://twitter.com/QUIRC_Singapore/status/1248486256595488768,0,[],['evania'],#crcheers #quircsingapore #homemademeals #staysafeandhealthy #safedistancing #covid19 @ Evania  https://t.co/7Qywnnz2Po
231,1248188105422667776,1248188105422667776,2020-04-09,17:56:49,925946657094582272,parcelsanta,Parcel Santa,"{'type': 'Point', 'coordinates': [1.34152, 103.95751]}",Going Green used to be a key benefit for Condos... now... the protection of life by safe distancing takes precedence! Learn how lockers can help your estate practice better safe distancing measures today!…  https://t.co/FbPXsBI6Il,en,[],['https://www.instagram.com/p/B-wYGHeHFWt/?igshid=tmedn7qw7841'],[],1,1,2,[],https://twitter.com/ParcelSanta/status/1248188105422667776,0,[],"['go', 'green', 'use', 'key', 'benefit', 'condo', 'protect', 'life', 'take', 'preced', 'learn', 'locker', 'help', 'estat', 'practic', 'better', 'measur', 'today']",Going Green used to be a key benefit for Condos... now... the protection of life by safe distancing takes precedence! Learn how lockers can help your estate practice better safe distancing measures today!…  https://t.co/FbPXsBI6Il
232,1248178377720311809,1248178377720311809,2020-04-09,17:18:09,13622,geraldine_angel,ger@ldine @ngel,"{'type': 'Point', 'coordinates': [1.30657861, 103.78871324]}",Day 3 of circuit breaker period. #safedistancing ambassador. @ The Star Vista  https://t.co/my3oAbDwkq,en,[],['https://www.instagram.com/p/B-wTq7UJa7W/?igshid=1gmwqfszjic8l'],[],0,0,0,['safedistancing'],https://twitter.com/geraldine_angel/status/1248178377720311809,0,[],"['day', 'circuit', 'breaker', 'period', 'ambassador', 'star', 'vista']",Day 3 of circuit breaker period. #safedistancing ambassador. @ The Star Vista  https://t.co/my3oAbDwkq
233,1248109530648641538,1248109530648641538,2020-04-09,12:44:35,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",lunch today...  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #safedistancing #covid19 @ Evania  https://t.co/SmoL7jJvv6,en,[],['https://www.instagram.com/p/B-v0XM-nNcl/?igshid=1y133zzi1nkc5'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'safedistancing', 'covid19']",https://twitter.com/QUIRC_Singapore/status/1248109530648641538,0,[],"['lunch', 'today', 'evania']",lunch today...  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #safedistancing #covid19 @ Evania  https://t.co/SmoL7jJvv6
234,1247778033580163076,1247778033580163076,2020-04-08,14:47:20,287714740,gloriasteven__,Gloria Steven,,Virtually attended a funeral today and I Honestly wanted to give a hug to the fam. It’s already painful to lose your loved one and the fact that they all had to have safe distancing even at the viewing gallery.That literally broke my heart. This pandemic has to be over real soon.,en,[],[],[],0,0,2,[],https://twitter.com/gloriasteven__/status/1247778033580163076,0,[],"['virtual', 'attend', 'funer', 'today', 'honestli', 'want', 'give', 'hug', 'fam', 'alreadi', 'pain', 'lose', 'love', 'one', 'fact', 'even', 'view', 'liter', 'broke', 'heart', 'pandem', 'real', 'soon']",Virtually attended a funeral today and I Honestly wanted to give a hug to the fam. It’s already painful to lose your loved one and the fact that they all had to have safe distancing even at the viewing gallery.That literally broke my heart. This pandemic has to be over real soon.
235,1247506253732925440,1247506253732925440,2020-04-07,20:47:23,1136828067534401536,narasim20561265,Narasimhan,,"We need to redevelop urban livings to avoid Overcrowding,hand washing, wearing masks and safe distancing.",en,[],[],[],0,0,0,[],https://twitter.com/Narasim20561265/status/1247506253732925440,0,[],"['need', 'redevelop', 'urban', 'live', 'avoid', 'overcrowd', 'hand', 'wash', 'wear', 'mask']","We need to redevelop urban livings to avoid Overcrowding,hand washing, wearing masks and safe distancing."
236,1247465329397096448,1247465329397096448,2020-04-07,18:04:45,4814996200,bakchormeeboy,bakchormeeboy,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","[MUSIC IS] [TAKING IT SLOW AND CATCHING UP WITH CHARLIE LIM] “For now though, Charlie will continue to stay at home, practice safe social distancing while the world rides out COVID-19, and keep pushing his music and…  https://t.co/3OKp8Sxkhb",en,[],['https://www.instagram.com/p/B-rPaasHCHT/?igshid=195t6s698g3ne'],[],0,0,0,[],https://twitter.com/bakchormeeboy/status/1247465329397096448,0,[],"['music', 'take', 'slow', 'catch', 'charli', 'lim', 'though', 'charli', 'continu', 'stay', 'home', 'practic', 'social', 'world', 'ride', 'keep', 'push', 'music']","[MUSIC IS] [TAKING IT SLOW AND CATCHING UP WITH CHARLIE LIM] “For now though, Charlie will continue to stay at home, practice safe social distancing while the world rides out COVID-19, and keep pushing his music and…  https://t.co/3OKp8Sxkhb"
237,1247454397925183488,1247454397925183488,2020-04-07,17:21:19,12252322,yihyng,yihyng,,"These F&amp;B outlets are all open. With the social distancing rules in place, only take out orders are allowed. All the chairs have been removed #safedistancing #covid19 #sgunited  https://t.co/VdyIo8dsVe",en,[],[],"['https://pbs.twimg.com/media/EU_ZKNfUEAAL53l.jpg', 'https://pbs.twimg.com/media/EU_ZKNeUwAUQn2m.jpg', 'https://pbs.twimg.com/media/EU_ZKNhUUAAI5la.jpg']",0,1,2,"['safedistancing', 'covid19', 'sgunited']",https://twitter.com/yihyng/status/1247454397925183488,1,[],"['f', 'amp', 'b', 'outlet', 'open', 'social', 'rule', 'place', 'take', 'order', 'allow', 'chair', 'remov']","These F&amp;B outlets are all open. With the social distancing rules in place, only take out orders are allowed. All the chairs have been removed #safedistancing #covid19 #sgunited  https://t.co/VdyIo8dsVe"
238,1247383812943892480,1247383812943892480,2020-04-07,12:40:50,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",lunch today.  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #safedistancing #covid19 @ Evania  https://t.co/U56g2TqPCL,en,[],['https://www.instagram.com/p/B-qqWEUnW2V/?igshid=wveylmsh3617'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'safedistancing', 'covid19']",https://twitter.com/QUIRC_Singapore/status/1247383812943892480,0,[],"['lunch', 'today', 'evania']",lunch today.  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #safedistancing #covid19 @ Evania  https://t.co/U56g2TqPCL
239,1247311639185174528,1247311639185174528,2020-04-07,07:54:03,574389856,justintanwc,Justin Tan Wen Cong,"{'type': 'Point', 'coordinates': [1.36581239, 103.74987245]}","starbuckssg still open as per normal but opened from today till May 4th for takeaways and deliveries from foodpandasg, grabfoodsg and @deliveroo_sg because of the heightened safe distancing policy being inputted by…  https://t.co/orZOgAihzt",en,"[{'screen_name': 'deliveroo_sg', 'name': 'deliveroo singapore', 'id': '4287561018'}]",['https://www.instagram.com/p/B-qJhWiHete/?igshid=g8bu3xj0c2g0'],[],0,0,0,[],https://twitter.com/justintanwc/status/1247311639185174528,0,[],"['starbuckssg', 'still', 'open', 'per', 'normal', 'open', 'today', 'till', 'may', 'takeaway', 'deliveri', 'foodpandasg', 'grabfoodsg', 'heighten', 'polici', 'input']","starbuckssg still open as per normal but opened from today till May 4th for takeaways and deliveries from foodpandasg, grabfoodsg and @deliveroo_sg because of the heightened safe distancing policy being inputted by…  https://t.co/orZOgAihzt"
240,1247044828602322945,1247044828602322945,2020-04-06,14:13:50,2558452657,albert54793499,albert kong,,Thank God this edition got printed just b4 the government’s stricter measures on safe distancing kick in tomorrow. Stay home. Obey all the advice on hygience. Enjoy this latest edition of Asia Franchise &amp; Business Opportunities. God bless us . https://t.co/O3vDQfXkH9 #franchising  https://t.co/AgU3qzxPUb,en,[],['https://lnkd.in/fw9EJYP'],['https://pbs.twimg.com/media/EU5kp-JUUAAyafI.jpg'],0,1,0,['franchising'],https://twitter.com/albert54793499/status/1247044828602322945,1,[],"['thank', 'god', 'edit', 'got', 'print', 'govern', 'stricter', 'measur', 'kick', 'tomorrow', 'stay', 'home', 'obey', 'advic', 'hygienc', 'enjoy', 'latest', 'edit', 'asia', 'franchis', 'amp', 'busi', 'opportun', 'god', 'bless', 'us']",Thank God this edition got printed just b4 the government’s stricter measures on safe distancing kick in tomorrow. Stay home. Obey all the advice on hygience. Enjoy this latest edition of Asia Franchise &amp; Business Opportunities. God bless us . https://t.co/O3vDQfXkH9 #franchising  https://t.co/AgU3qzxPUb
241,1246976703382999040,1246976703382999040,2020-04-06,09:43:08,26442311,zang_thio,Zang THIO,,"Would be great if @nparksbuzz ensure that people observe the @govsingapore’s measures in battling #covid19. Some park goers display flu symptoms, yet do not wear masks, gather with no sense of physical distancing. Meanwhile, some individuals try to get a safe &amp; decent workout.",en,"[{'screen_name': 'nparksbuzz', 'name': 'national parks board', 'id': '53271417'}, {'screen_name': 'govsingapore', 'name': 'singapore government', 'id': '56883209'}]",[],[],0,0,0,['covid19'],https://twitter.com/zang_thio/status/1246976703382999040,0,[],"['would', 'great', 'ensur', 'peopl', 'observ', 'measur', 'battl', 'park', 'goer', 'display', 'flu', 'symptom', 'yet', 'wear', 'mask', 'gather', 'sens', 'physic', 'meanwhil', 'individu', 'tri', 'get', 'amp', 'decent', 'workout']","Would be great if @nparksbuzz ensure that people observe the @govsingapore’s measures in battling #covid19. Some park goers display flu symptoms, yet do not wear masks, gather with no sense of physical distancing. Meanwhile, some individuals try to get a safe &amp; decent workout."
242,1246792334341074950,1246792334341074950,2020-04-05,21:30:31,1136828067534401536,narasim20561265,Narasimhan,,@narendramodi  We are ready . 9 pm 9 minutes with 9 resolutions.  1. safe distancing 2.hand washing. 3 work from home 4.stagger office hours. 5.continue essential services. 6.wear mask. 7. support our front line workers . 8. support  govt. 9. no fake news,en,[],[],[],0,0,0,[],https://twitter.com/Narasim20561265/status/1246792334341074950,0,[],"['readi', 'pm', 'minut', 'resolut', 'wash', 'work', 'home', 'offic', 'hour', 'essenti', 'servic', 'mask', 'support', 'front', 'line', 'worker', 'support', 'govt', 'fake', 'news']",@narendramodi  We are ready . 9 pm 9 minutes with 9 resolutions.  1. safe distancing 2.hand washing. 3 work from home 4.stagger office hours. 5.continue essential services. 6.wear mask. 7. support our front line workers . 8. support  govt. 9. no fake news
243,1246737206108176384,1246737206108176384,2020-04-05,17:51:27,159169701,eddiecfy,ECFY,"{'type': 'Point', 'coordinates': [1.33297, 103.84689]}","Good Sunday! I hope everyone is doing well.  As Singapore is stepping up the safe-distancing measure due to Covid-19 where all workplaces and schools are to be closed from 7 April, less those essential services,…  https://t.co/8XeSB5Hs7b",en,[],['https://www.instagram.com/p/B-mETJSJblk/?igshid=1gvfmgznphbm3'],[],0,0,0,[],https://twitter.com/eddiecfy/status/1246737206108176384,0,[],"['good', 'sunday', 'hope', 'everyon', 'well', 'singapor', 'step', 'measur', 'due', 'workplac', 'school', 'close', 'april', 'less', 'essenti', 'servic']","Good Sunday! I hope everyone is doing well.  As Singapore is stepping up the safe-distancing measure due to Covid-19 where all workplaces and schools are to be closed from 7 April, less those essential services,…  https://t.co/8XeSB5Hs7b"
244,1246428478695600129,1246428478695600129,2020-04-04,21:24:41,191701740,natmuseum_sg,National Museum of Singapore,,"(1/2) Singapore is implementing an elevated set of safe distancing measures, as a circuit breaker, to minimise further spread of COVID-19. The National Museum of Singapore is committed to do our part to fight the pandemic situation which has affected everyone globally.",en,[],[],[],0,1,3,[],https://twitter.com/natmuseum_sg/status/1246428478695600129,0,[],"['singapor', 'implement', 'elev', 'set', 'measur', 'circuit', 'breaker', 'minimis', 'spread', 'nation', 'museum', 'singapor', 'commit', 'part', 'fight', 'pandem', 'situat', 'affect', 'everyon', 'global']","(1/2) Singapore is implementing an elevated set of safe distancing measures, as a circuit breaker, to minimise further spread of COVID-19. The National Museum of Singapore is committed to do our part to fight the pandemic situation which has affected everyone globally."
245,1246312057487659010,1246312057487659010,2020-04-04,13:42:04,15618320,milsonng,milson huang,"{'type': 'Point', 'coordinates': [1.3237, 103.9276]}","In view of the current COVID-19 situation and stricter safe distancing measures, we are having our Qing Ming  prayers at home. @ Bedok, Singapore  https://t.co/IAqWseS3k2",en,[],['https://www.instagram.com/p/B-jC96anuvZ/?igshid=15u1w2ut7rl5o'],[],0,0,0,[],https://twitter.com/milsonng/status/1246312057487659010,0,[],"['view', 'current', 'situat', 'stricter', 'measur', 'qing', 'ming', 'prayer', 'home', 'bedok', 'singapor']","In view of the current COVID-19 situation and stricter safe distancing measures, we are having our Qing Ming  prayers at home. @ Bedok, Singapore  https://t.co/IAqWseS3k2"
