Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
12,12,18,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Wait a minute.... potential sagat here.. I thought it is only guests from two households allowed at any one time? The 8 guests... how many households there in the photo?,21/2/21 1:13,29,Social Distancing,30,2,-10.536663964817238,3,0,0,5.744505892305673,1,0,0.0
13,13,19,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,broomkiss wrote: Wait a minute.... potential sagat here.. I thought it is only guests from two households allowed at any one time? The 8 guests... how many households there in the photo? u can own visit up to 2 household lah u bohdoh,21/2/21 1:16,41,Social Distancing,43,2,-11.675783549462755,6,0,0,3.8395360111381276,0,0,0.0
14,14,20,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Sinkie pwn sinkie in our blood. Go TS!,21/2/21 1:17,8,Social Distancing,8,0,-15.055412151316608,0,0,1,12.263892185273143,2,0,0.0
15,15,21,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Another smart aleck \x93People should limit themselves to visiting a maximum of 2 households per day as much as possible.\x94 Got say can only receive a maximum of 2 households per day? broomkiss wrote: Wait a minute.... potential sagat here.. I thought it is only guests from two households allowed at any one time? The 8 guests... how many households there in the photo?,21/2/21 1:17,60,Social Distancing,65,3,-11.65330100310565,8,2,0,3.064036851960676,0,1,1.0
16,16,22,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"broomkiss wrote: Wait a minute.... potential sagat here.. I thought it is only guests from two households allowed at any one time? The 8 guests... how many households there in the photo? You yourself can only visit 2 households per day la Wtf the amount of idiots in this thread is amazing True edmwer fat brain TS kumgong nvm, this fella lagi kumlan",21/2/21 1:17,61,Social Distancing,63,3,-12.791487558299027,7,0,1,1.5222591339881884,0,0,0.0
17,17,23,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Sian... That means no more sagat lol,21/2/21 1:20,7,Social Distancing,7,0,-14.358670535429173,1,0,0,41.61288876085548,4,0,0.0
18,18,24,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,is it non chinese stirring?,21/2/21 1:22,5,Social Distancing,5,0,-13.353376739781657,1,0,0,41.61288876085548,4,0,0.0
19,19,25,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,owner side dun count right? heroking wrote: got 8 person meh?,21/2/21 1:22,10,Social Distancing,11,1,-13.75874667770474,3,0,0,6.645015734668393,1,0,0.0
20,20,26,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,This apple not a hongkie meh?,21/2/21 1:22,6,Social Distancing,6,0,-13.468645440566755,0,0,0,14.314157420613995,2,0,0.0
21,21,27,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Is this self pwn thread?,21/2/21 1:32,5,Social Distancing,5,0,-14.213315206687582,1,0,0,14.314157420614,2,0,0.0
22,22,28,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,I saw what you did there.... Ok lah... already sweep under carpet....,21/2/21 8:28,12,Social Distancing,12,1,-12.567901843466586,2,0,1,14.314157420613997,2,0,0.0
23,23,31,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,But how many peepur live in that house? It's 8 guest leh not 8 peepur,21/2/21 8:56,12,Social Distancing,15,1,-12.275360943192492,3,0,0,10.458498421283293,2,0,0.0
24,24,32,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,zleipnir wrote: owner side dun count right? Owner side don't count just that some peepur can't read properly and just want to pawn others,21/2/21 8:57,22,Social Distancing,24,1,-12.749509622295943,5,1,0,5.744505892305673,1,0,0.0
25,25,33,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Under investigation for e wedding? Sent from Huaiwei Pro 30 using GAGT,21/2/21 8:58,11,Social Distancing,12,1,-13.784683956688951,2,0,0,5.582319849062409,1,0,0.0
26,26,34,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Ts mai self pwn leh,21/2/21 8:59,5,Social Distancing,5,0,-19.483214524269375,1,0,0,14.314157420613997,2,0,0.0
27,27,35,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Kope-ship can kope Sent from there using GAGT,21/2/21 9:18,7,Social Distancing,8,0,-15.4740350846821,2,0,0,21.85377547518344,3,0,0.0
28,28,36,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,scarly is 1 owner + 9 guests..then everyone else failed except ts,21/2/21 9:28,10,Social Distancing,12,1,-13.423996588736502,2,1,0,10.45849842128329,2,0,0.0
29,29,37,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"TS mai kum gong, their case still pending you think they so stupid chut stunt again meh",21/2/21 9:31,17,Social Distancing,17,1,-15.108887749031172,3,1,1,4.7982536404196345,0,0,0.0
30,30,38,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,heroking wrote: got 8 person meh? in a self pwn thread.,21/2/21 9:32,10,Social Distancing,11,1,-13.354064927247055,3,0,0,8.157520887733783,1,0,0.0
31,31,39,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,+1 in a self-exposed poor comprehension thread.,21/2/21 9:33,5,Social Distancing,7,0,-12.756122756978733,0,0,0,21.853775475183436,3,0,0.0
32,32,41,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,plus one in self pwn thread,21/2/21 9:34,6,Social Distancing,6,0,-13.314072928823022,0,0,0,14.314157420614,2,0,0.0
33,33,42,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,want to sabo must also understand the regulations also lah...,21/2/21 9:36,10,Social Distancing,10,0,-11.991050677795545,3,1,0,21.85377547518344,3,0,0.0
34,34,43,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"Self pwn more like it ba, ts...",21/2/21 9:38,7,Social Distancing,7,0,-14.954592604244995,2,0,0,21.85377547518344,3,0,0.0
35,35,44,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,ts self pawn jin jialat,21/2/21 9:39,5,Social Distancing,5,0,-18.667187159433468,1,0,0,21.85377547518344,3,0,0.0
36,36,45,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,She already specified only invite 8 people to hint that they never broke rule. But kumgong TS still start a thread nevertheless,21/2/21 9:39,21,Social Distancing,22,1,-12.16896977511882,4,1,0,10.458498421283293,2,0,0.0
37,37,46,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"8 guests, so if 2 are owner then ish ok i think",21/2/21 9:39,10,Social Distancing,12,1,-12.418807497529192,3,2,1,21.85377547518344,3,0,0.0
38,38,48,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"purplewave wrote: 8 guests, so if 2 are owner then ish ok i think Is definitely okay. 8 guests not including owners/occupants",21/2/21 9:41,20,Social Distancing,23,1,-13.026286361956368,7,2,1,17.57375334259033,2,0,0.0
39,39,49,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,no wear MASK! no distancing!,21/2/21 9:44,5,Social Distancing,5,0,-12.233927439709555,0,0,0,21.853775475183436,3,0,0.0
40,40,51,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,TS totally failed. Pls read the law again before startung such threads.,21/2/21 9:51,12,Social Distancing,12,1,-13.200293602422681,2,0,0,8.157520887733781,1,0,0.0
41,41,52,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"Quote: Currently, up to eight visitors are allowed in each household at any one time , with no limit on the number of homes they can visit. TS dun throw face. please ask mod delete.",21/2/21 9:55,34,Social Distancing,34,2,-11.634774985272964,4,0,0,2.658626854155339,0,0,0.0
42,42,53,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,heroking wrote: got 8 person meh? You cannot count isit? I see 10 people in the pic. Sent from Home using GAGT,21/2/21 10:31,20,Social Distancing,22,1,-12.232295204973948,6,0,0,4.798253640419634,0,0,0.0
43,43,55,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Ts stupidity... Sent from Samsung SM-G975F using GAGT,21/2/21 10:34,7,Social Distancing,8,0,-15.694325842143524,1,0,0,8.157520887733781,1,0,0.0
44,44,56,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,TS which kindergarten u wan to enrol?,21/2/21 10:35,7,Social Distancing,7,0,-15.282748815781252,2,0,0,21.85377547518344,3,0,0.0
45,45,57,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,in self pwned thread poor ts,21/2/21 10:35,6,Social Distancing,6,0,-14.816545443380104,1,0,0,21.85377547518344,3,0,0.0
46,46,58,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"broomkiss wrote: Wait a minute.... potential sagat here.. I thought it is only guests from two households allowed at any one time? The 8 guests... how many households there in the photo? Hahaha, heroking dumb**** self pwn thread now got another dumbass broomkiss self pwn post. Can people double back the rules before posting or not ah? Both of them turn tail and hide already. Probably block all notifications",21/2/21 10:38,68,Social Distancing,69,3,-12.378435580495784,11,2,0,2.089344256846014,0,0,0.0
47,47,59,[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"who take the photo? claimed as selfie, wefie?!!",21/2/21 10:51,8,Social Distancing,8,0,-10.84348262883341,2,0,0,14.314157420613999,2,0,0.0
48,48,60,Group exercise max how many people.?,20/2/21 17:14,Why I can see more than ten pax cyclist cheering one another loudly at roadside.,19/2/21 18:31,15,Social Distancing,15,1,-12.577000748698977,2,0,1,21.853775475183436,3,0,0.0
49,49,61,Group exercise max how many people.?,20/2/21 17:14,My house downstairs every night 20 to 30 people playing ball. Those waiting for their turn also cluster **** not wearing masks.,19/2/21 18:33,19,Social Distancing,21,1,-11.446118062840153,4,1,0,6.645015734668393,1,0,0.0
50,50,62,Group exercise max how many people.?,20/2/21 17:14,"Cyclists are immune to law. Want to gather 50 also ok, want to hog all 3 lanes also ok. Just remember to wear spandex and oakley.",19/2/21 18:35,24,Social Distancing,26,2,-12.475881143377189,6,2,0,6.645015734668391,1,0,0.0
51,51,63,Group exercise max how many people.?,20/2/21 17:14,"Play basketball 5 on 5, rub here rub there. Posted from PCWX using SM-G970F",19/2/21 18:35,11,Social Distancing,14,1,-13.759529608988466,3,0,0,10.458498421283291,2,0,0.0
52,52,66,Group exercise max how many people.?,20/2/21 17:14,Tmr I will standby roadside during wee hours and take their photo to.submit to authority,19/2/21 18:38,14,Social Distancing,16,1,-12.052756301878718,3,1,1,8.157520887733781,1,0,0.0
53,53,67,Group exercise max how many people.?,20/2/21 17:14,samich wrote: Tmr I will standby roadside during wee hours and take their photo to.submit to authority chey u tmrrw then go take i thought u take liao wor,19/2/21 18:44,28,Social Distancing,30,2,-14.422478647752097,9,2,1,3.72368883739294,0,0,0.0
54,54,68,Group exercise max how many people.?,20/2/21 17:14,not happy can always report,19/2/21 18:47,5,Social Distancing,5,0,-9.799930493483247,1,0,0,163.63997928494302,4,0,0.0
55,55,69,Group exercise max how many people.?,20/2/21 17:14,"Horsey Liao. Early morning I went down at the road side about 6am and there are more than group of 8 cyclist as usual . These cb keep raising their voice shouting "" keep up, to the left "" and laughing loudly etc which break the peace. Going to report these mother ****er",20/2/21 17:07,48,Social Distancing,50,2,-11.431513672153638,8,2,1,3.340499787570479,0,0,0.0
56,56,70,Group exercise max how many people.?,20/2/21 17:14,Mass piak piak? Sent from Rem Is Best Waifu using GAGT,20/2/21 17:14,11,Social Distancing,11,1,-16.5454840195034,1,0,0,4.5467838350471865,0,0,0.0
57,57,72,[PSA]: Even & Odd date restrictions for shoppers visiting Lucky Plaza this weekend,20/2/21 10:36,the rest cluster outside also jialat right,20/2/21 10:35,7,Social Distancing,7,0,-12.086669164863292,0,1,0,13.832413157072727,2,0,0.0
58,58,73,[PSA]: Even & Odd date restrictions for shoppers visiting Lucky Plaza this weekend,20/2/21 10:36,11.11. wrote: ok noted MOM and ESG occifer/safe distancing pple on location now?,20/2/21 10:36,13,Social Distancing,15,1,-14.770737145621483,3,1,0,8.15752088773378,1,0,0.0
59,59,74,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"Stricter COVID-19 measures introduced during Chinese New Year will continue for a few weeks, even after festivities end. Multi-ministry taskforce co-chair Lawrence Wong said although the situation has improved, the incubation time of the coronavirus needs to be factored in. Additional measures currently in place include a cap of eight unique visitors per household each day, as well as stepped up enforcement checks on business operators. While no major incident has been reported and people are generally cooperative, Mr Wong said measures are still necessary for the time being.",20/2/21 3:18,87,Social Distancing,89,3,-11.685719226553012,18,4,0,1.1383909853993903,0,0,1.0
60,60,75,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,He factor in incubation time of the coronavirus for community but those flying in only 14 days SHN. Why can't do 2 months SHN at a small fee of $10K SGD?,20/2/21 3:20,27,Social Distancing,31,2,-11.923460624338013,2,1,0,3.5777353393210856,0,0,0.0
61,61,76,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"Went to temple, one pax in group coughing non stop, mask is loose, cough until need to remove mask to cough... this kind shld stay at home but she came out ... screening also can\u2019t screen this Staff also no idea Went eating at hawker Center n the Family, initially baby coughing. Then heard the adults coughing.. gosh, the cough the sound of blocked airway with thick phlegm stuck in body is so obvious...",20/2/21 3:23,73,Social Distancing,74,3,-12.823167160462845,18,2,0,1.3711608675519862,0,0,0.0
62,62,77,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"Laneige wrote: Went to temple, one pax in group coughing non stop, mask is loose, cough until need to remove mask to cough... this kind shld stay at home but she came out ... screening also can\u2019t screen this Staff also no idea Went eating at hawker Center n the Family, initially baby coughing. Then heard the adults coughing.. gosh, the cough the sound of blocked airway with thick phlegm stuck in body is so obvious... got phlegm coughnstill Not so scare.......no phlegm.cough then scare.......most confirmed cases are dried cough and sore throat...... Posted from PCWX using SM-N970F",20/2/21 7:21,97,Social Distancing,101,4,-13.578606305878267,25,4,0,1.1095768892257407,0,0,0.0
63,63,78,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"But.. But.. Employees can WFH yet got asked to go back office work leh, and still all chiong out eat lunch with colleagues until cbd crowded like sardines. Lmao!!!",20/2/21 7:32,29,Social Distancing,29,2,-12.844569978825055,5,3,0,3.487847874519141,0,0,0.0
64,64,79,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,The puzzling thing is some dont even need SHN. Why?! busfreaks wrote: He factor in incubation time of the coronavirus for community but those flying in only 14 days SHN. Why can't do 2 months SHN at a small fee of $10K SGD?,20/2/21 7:36,39,Social Distancing,43,2,-12.141549241201547,5,1,0,3.1353107037309815,0,0,0.0
65,65,80,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,hokeylim wrote: The puzzling thing is some dont even need SHN. Why?! Leemember this and do the needful when the time comes. That's all.,20/2/21 8:13,23,Social Distancing,24,1,-11.37837536465875,5,2,0,8.15752088773378,1,0,0.0
66,66,81,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,Whhy must remain? Our community case is zero. We should open up ASAP. Hari raya coming. Hopefully by then all measures are lifted.,20/2/21 8:14,23,Social Distancing,23,1,-11.9105161516422,6,1,0,5.40831519621294,1,1,0.0
67,67,82,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"what is the strict control? got control meh?? mai joke la moving forward some incoming also no need SHN liao, i think controls are more lax leh",20/2/21 8:15,27,Social Distancing,27,2,-13.096028089024097,6,1,1,3.225899236030004,0,0,0.0
68,68,83,?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,UptheToon wrote: Whhy must remain? Our community case is zero. We should open up ASAP. Hari raya coming. Hopefully by then all measures are lifted. No worries. I think all will be lifted for devali for their pets....,20/2/21 8:18,38,Social Distancing,38,2,-11.8140276198777,10,1,0,3.615422287101472,0,1,0.0
69,69,84,?­Ex-minister Lim Hwee Hua launches book on challenges of regulating businesses...,20/2/21 3:20,"The government is aiming to proactively spur innovation and growth due to technology advancements and changes to traditional industries and sectors. Trade and Industry Minister Chan Chun Sing gave these comments at a book launch. The new book is written by former Minister in the Prime Minister's Office, Mrs Lim Hwee Hua. It explores the challenges governments face in regulating businesses and promoting innovation.",20/2/21 3:20,63,Social Distancing,64,3,-11.854131909655548,11,3,0,1.068285311988432,0,0,0.0
70,70,85,Confused about visiting rules during CNY 2021.,19/2/21 23:38,More than 2 households less than 9 people can meet? Like 2 majong tables? Total including host is 8. Single bachelor. ~ Sent from Google PIXEL 9B using GAGT,19/2/21 23:24,23,Social Distancing,28,2,-13.088277082121936,5,0,0,4.197650602367686,0,0,0.0
71,71,87,Confused about visiting rules during CNY 2021.,19/2/21 23:38,YoYoMa88 wrote: More than 2 households less than 9 people can meet? Like 2 majong tables? Total including host is 8. Single bachelor. ~ Sent from Google PIXEL 9B using GAGT are u the so-called single bachelor? u r the only person/listed owner in the registered address? then u can only receive max 8 pple visiting u lor,19/2/21 23:30,51,Social Distancing,58,3,-13.36794975821826,10,0,0,2.1279686628028953,0,0,0.0
72,72,88,Confused about visiting rules during CNY 2021.,19/2/21 23:38,Max visitors per day is 8. Max 1 person can visit is 2 households per day. https://www.straitstimes.com/singapo...its-to-2-other,19/2/21 23:32,13,Social Distancing,16,1,-13.08236587328661,3,0,0,5.524291427418877,1,0,0.0
73,73,89,Confused about visiting rules during CNY 2021.,19/2/21 23:38,"SINGAPORE - From next Tuesday (Jan 26), each household will be allowed to receive up to only eight unique visitors a day, said Education Minister Lawrence Wong on Friday. Individuals should also limit themselves to visiting at most two other households a day, as far as possible. During the Chinese New Year period, people should visit family members only , he added. https://www.straitstimes.com/singapo...its-to-2-other --------------------------------------------------------------------------- I didn't know that! Meaning we cannot visit friends? Or just advised not to?",19/2/21 23:34,72,Social Distancing,76,3,-11.766114087665091,13,2,2,1.497003370161646,0,1,0.0
74,74,90,Confused about visiting rules during CNY 2021.,19/2/21 23:38,"Tomorrow I can open 2 tables of mahjong and be host, serve drinks and be merry? Total 9nin the unit? Or maximum is 9 in the unit?  If guests visited more than 2 households before mine, not be business? ~ Sent from Google PIXEL 9B using GAGT",19/2/21 23:35,41,Social Distancing,46,2,-12.199155766721578,9,1,2,2.473188098369154,0,0,0.0
75,75,91,Confused about visiting rules during CNY 2021.,19/2/21 23:38,YoYoMa88 wrote: More than 2 households less than 9 people can meet? Like 2 majong tables? Total including host is 8. Single bachelor. ~ Sent from Google PIXEL 9B using GAGT Who care sia..saw big grp family eat zi zar 3 table..nothing la...,19/2/21 23:36,38,Social Distancing,44,2,-14.211160117798247,8,0,0,2.0198359525989,0,0,0.0
76,76,92,Confused about visiting rules during CNY 2021.,19/2/21 23:38,"YoYoMa88 wrote: Tomorrow I can open 2 tables of mahjong and be host, serve drinks and be merry? Total 9nin the unit? Or maximum is 9 in the unit? If guests visited more than 2 households before mine, not be business? ~ Sent from Google PIXEL 9B using GAGT If one in the group tio covid, then all will be answerable! Anyway not advised to have friends over, only visit family members.",19/2/21 23:37,66,Social Distancing,71,3,-12.145993554154272,14,3,2,1.5476187688090528,0,0,0.0
77,77,93,Confused about visiting rules during CNY 2021.,19/2/21 23:38,"YoYoMa88 wrote: Tomorrow I can open 2 tables of mahjong and be host, serve drinks and be merry? Total 9nin the unit? Or maximum is 9 in the unit?  If guests visited more than 2 households before mine, not be business? ~ Sent from Google PIXEL 9B using GAGT 100 ppl aso can...just dun post on fb..",19/2/21 23:37,51,Social Distancing,57,3,-12.927313155829408,11,1,2,1.8584189895629648,0,0,0.0
78,78,94,Confused about visiting rules during CNY 2021.,19/2/21 23:38,FT.. waiting to fill their boots Sent from An Alternative Viewpoint On Life using GAGT,19/2/21 23:38,15,Social Distancing,15,1,-14.31911471767499,4,0,0,8.157520887733781,1,0,0.0
79,79,95,Confused about visiting rules during CNY 2021.,19/2/21 23:38,"Aaron_soh80 wrote: 100 ppl aso can...just dun post on fb.. If no covid, then no one will know, but if covid visits u then the skeletons will be out of the closet!",19/2/21 23:38,31,Social Distancing,33,2,-12.748633920848809,4,3,0,4.197650602367688,0,0,0.0
80,80,96,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"does it contravene the max 8 person in gathering rule? Quote: According to eyewitnesses, a loud crack was heard just before the tree fell, pinning Miss Loke under it. About 10 passers-by tried to lift the tree to help her but were unsuccessful. Sauce: https://www.straitstimes.com/singapo...e-in-woodlands https://www.channelnewsasia.com/news...ities-13769626",18/2/21 22:56,41,Social Distancing,44,2,-13.294307644559407,12,1,0,3.12171878078735,0,0,0.0
81,81,97,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,\x93Stern\x94 warnings is enough Btw the number  \x9310\x94 is very sakit recently,18/2/21 22:57,10,Social Distancing,14,1,-15.446902800628775,2,0,0,14.314157420613997,2,0,0.0
82,82,98,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,Anything done in good faith without malice is no offence at all....,18/2/21 22:58,12,Social Distancing,12,1,-11.347862564670837,3,0,0,14.314157420613997,2,0,0.0
83,83,99,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,Right on - https://www.todayonline.com/singapor...indranee-rajah Gonggongdaidai wrote: Anything done in good faith without malice is no offence at all.... 10 Characters Long HardwareZone Forums app,18/2/21 23:00,21,Social Distancing,23,1,-15.301434997116862,3,0,0,3.34049978757048,0,0,0.0
84,84,100,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"Aiyoh u dunno meh, SG is by right cannot by left can, this type of case is just close one eye. Otherwise how, prefer the girl at the end no one come to help sia? Then she die sad. At least she know many fellow SGreans comes helps her at that time, she go heaven oso heypi siol.",18/2/21 23:02,58,Social Distancing,58,3,-12.179740899565337,10,0,0,2.1691439993324826,0,0,0.0
85,85,101,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,HushiePuppies wrote: does it contravene the max 8 person in gathering rule? Sauce: https://www.straitstimes.com/singapo...e-in-woodlands https://www.channelnewsasia.com/news...ities-13769626 wah piang eh think u need to knock your head,18/2/21 23:26,22,Social Distancing,23,1,-15.297689198847715,6,0,1,3.5777353393210856,0,0,0.0
86,86,102,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,fatboy1987 wrote: Right on - https://www.todayonline.com/singapor...indranee-rajah 10 Characters Long HardwareZone Forums app Gonggongdaidai wrote: Anything done in good faith without malice is no offence at all.... Am impressed with edmw\x92s answers. Really learn a lot from edmw,18/2/21 23:28,34,Social Distancing,37,2,-15.242133846158648,7,0,0,2.3387907475114154,0,0,0.0
87,87,103,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,just now 6:30pm ch8 news got show ... got 6-7 bangla struggling to carry the sawed down section about 1.2m length ...  at that point I felt 15 normal person is impossible for whole length of the tree,18/2/21 23:31,33,Social Distancing,38,2,-12.430536665682421,7,0,1,4.546783835047186,0,0,0.0
88,88,104,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,Like this not considered social gathering...,18/2/21 23:36,6,Social Distancing,6,0,-10.686550278153913,1,0,0,41.61288876085548,4,0,0.0
89,89,105,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,matey1982 wrote: wah piang eh think u need to knock your head people humji mah. must ask and clarify.,18/2/21 23:42,19,Social Distancing,19,1,-14.452023795588389,7,1,1,6.645015734668391,1,0,0.0
90,90,106,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"TS do you realise like pofma, only the govt can charge you? they can choose not to.",18/2/21 23:46,17,Social Distancing,17,1,-11.334982570489029,4,0,1,14.314157420613997,2,0,0.0
91,91,107,Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"HushiePuppies wrote: does it contravene the max 8 person in gathering rule? Sauce: https://www.straitstimes.com/singapo...e-in-woodlands https://www.channelnewsasia.com/news...ities-13769626 thens if adds the paramedics hw many ppls riaos? buts hu cares? goes mrts, bus and shoppings malls ish alreadys bigs partys",19/2/21 0:03,34,Social Distancing,35,2,-16.361993587158388,8,2,0,1.7443734782962308,0,0,0.0
92,92,108,"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,Their companies never do anything ah?,12/1/21 8:29,6,Social Distancing,6,0,-12.117201713483794,2,0,0,21.853775475183436,3,0,0.0
